Organization,Address,Reviewer,Review Title,Review,Location,Rating Date,Rating
Taal Vista Hotel,Tagaytay Luzon 4120,Tess_4455,My haven away from the city,Dear tristan235  Your review was a delight to read! Your compliments on our rooms  facilities  central location and the warm hospitality rendered by our team are well-appreciated! Thank you again and we look forward to having you back! At your service  Rose Brillantes-Gabas Executive Assistant...More,2,October 25  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Dominic D,Prompt response,Amazing staff  always eager to help in any way they can. Very attentive and professional. We lost a perfect opportunity to eat breakfast outside in the cafe area with the outdoor umbrella due to staff in the cafe and staff in the main breakfast buffet...More,2,October 25  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Asian_Pilgrim,Great Buffet  Best View of Taal,I've been to Tagaytay often enough to know that the view of Taal Lake and its famous volcano is not always guaranteed inspite of good weather. The next best thing is to book a room and wait for the perfect view in the privacy and...More,2,October 24  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Richard H,Next Door to The Divine,Dear Asian_Piligrim  Thank you for taking the time in sharing your wonderful experience with us. I am delighted to hear that you have enjoyed your recent stay with us. Appreciate your great feedback on our staff  food and amenities. . Regarding your comment on room...More,2,October 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,alvin n,Great hotel and amazing food,Look no further when going to Tagatay to Lake Taal and the volcanos. The Taal Vista Hotel has the premier location along with a storied history on view at the hotel. Be sure to book the newest section of the hotel because the rooms have...More,2,October 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,heidiaquende,Taal Vista with a Toddler,Dear Richard H  We are delighted to hear from you. Thank you for sharing what you liked about your stay and for your praise of our staff. At Taal Vista Hotel  we are constantly striving to turn moments into memories for our guests and thus ...More,2,October 23  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,SPGal,Nice and Peaceful,I'm currently staying at this hotel with my parents  wife  and child. I was originally supposed to arrive on Monday but I had to cancel my booking because of the typhoon that passed by. Luckily enough they gave me a full refund since I was...More,2,October 22  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Bonetheboner,Family break,First stay at the taal vista and is chosen to be our wedding venue in 2017. My wife to be daughter and 2 other family members stayed for 2 nights. First impression was good staff are super friendly and reception and lobby are immaculate. We...More,2,October 18  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Scott H,This has got to be World Class,Dear Bonetheboner  Thank you for taking the time to share your experience with us. Taal Vista Hotel appreciates and values your comments in line with our efforts to provide each and every guest a delightful and enjoyable stay. This is also to express our sincerest...More,2,October 16  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,TravelholicDiva,Great Rooms and View... Service needs improvement,We stayed for three nights and were astonished by the cleanliness and the helpful staff Carl at the front desk was awesome  he helped us even after we left and 7 days later we were back for 3 more nights. Marlon who first assisted us...More,2,October 16  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Teo G,Quite Good but not Great,Dear Scott H  Thank you for taking the time to share your experience with us. We are very thrilled to know that you enjoyed your stay. Your compliments have been shared with the management and staff. Scott H   it was our pleasure to be...More,2,October 15  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Sun Jung S,The best view but worst service  no professional mind.,We stayed here with my family for the Birthday celeb of my hubby. Got a Batangas Suite  which has a great view of the lake  and a deluxe room. ++ Pros - great location - great view - courteous and charming concierge  Denise - my...More,2,October 15  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,duling,Good times at Taal Vista Hotel,We loved the Vista Hotel. Our room on the 4th floor was just best. Great views from room 480. We want that room next year when we go to the Philippines again. Your breakfast was very good. Dinner was to. We are looking forward to...More,2,October 14  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Mary Hester L,Perfect View,Dear Louisa Virginia  What a delight to hear from you! Thank you for your kind words. We always strive to provide memorable experiences for our guests and it always a joy to hear from our avid patrons. We appreciate your 5-star recommendation and it would...More,2,October 13  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Booster E,disappointing,Ahh..so relaxing.It was a quiet clean and perfect size of the room.Downside is that they have no bath tub.Breakfast buffet is indulging and the place is good for unwinding and relaxing. It is walking distance to A theme park called Skyranch.This place have popular fastfood and...More,2,October 12  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,JM101,4 day get-away,Dear Mary Hester L  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look...More,2,October 11  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Hari Krishnaa N,Right Place to stay,while the room is good (Lake view) the service and food was poor. Breakfast was of school dorm quality  and while they had coffee creamers in the room  the waitress at the breakfast venue said they had none to offer.More,2,October 10  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Jae R,Best Hotel in Tagaytay,Friends and I decided to go up to Tagaytay for a quick weekend vacation (and to tour our balikbayan friend) and chose Taal Vista as it has one of the best views of Taal volcano from their rooms. The staff (from the guards at the...More,2,October 9  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ethan0728,Very nice hotel & kind  attentive employee,Dear Jae R  Thank you for considering Taal Vista Hotel as one of the best. We truly appreciate hearing from you. I am glad that you and your friends had a great experience. I have taken note of your comment regarding the delay in the...More,2,October 8  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,RanRanC,Relaxing overnight staycation,Its my first time here. But you know what i amazed by the view of taal volcano . The weather is very good not so cold and the food is really fantastic. Especially in their buffet breakfast. And the best thing is this employee her...More,2,October 6  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Asia1104,Viewtiful Hotel,Dear Roger Joseph M  We are delighted to hear from you. Thank you for sharing what you liked about your stay and for your praise of our staff. It is always encouraging for us to learn that our guests are satisfied with our services as...More,2,October 4  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,crystalblue74,Pros and cons of staying at the Mountain Wing,It was our first overnight staycation with 7-month old baby. Booked through the hotel website's promo  checking is was fast. Downside is  no one assisted to accompany us to our room  which is quite far from the lobby. So we just asked around on how...More,2,October 3  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,pjmajel,Relax and refresh...,We checked-in as a big family group in 2 adjoining rooms  all facing the breathtaking Taal Lake. The weather was very cool and windy outside that time  so bring your windbreakers! Room was normal  still acceptable for an old hotel  nothing really special. Breakfast is...More,2,October 2  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,ljjljj,Poor Internet,Dear pjmajel  Thank you very much for your review and recent stay at Taal Vista Hotel. Your feedback is extremely valuable to us and your feedback regarding our excellent service and facilities is very much appreciated. Once again  thank you and we look forward to...More,2,October 1  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,fuchsiastripes,Anniversary weekend getaway,Rooms are clean  nice view at the hotel. Downside of the hotel was the poor quality of the food; two meals served cold and poor selection. At breakfast the staff were not helpful and when then internet was not working the staff said no problem...More,2,September 22  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Saurajit D,Fabulous property offering breathtaking views of Taal Volcao and Taal Lake,Dear ljjljj  We do appreciate hearing from our customers  as their comments are vital for us to continue improving our services. I have taken note of the challenges you experienced during your stay.Rest assured that we will look into the areas you mentioned that can...More,2,September 20  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Ysabel W,Always an excellent stay,Booked using Metrodeal voucher. Reservation was swift - it was made over the phone and got an email confirmation same day. Checking-in was also a breeze! The frontdesk officer  Denise  even offered to accompany us to our room. She was so warm & friendly... When...More,2,September 17  2015,50
Taal Vista Hotel,Tagaytay Luzon 4120,Patty G,anniversary get-away,service was very good  they were always ready to assist view of taal lake was beautiful breakfast buffet was so-so parking needs to get validated (a bit hassle) wasn't able to check their other amenities like gym and poolMore,2,September 16  2015,50
